id,course_id,skill_level,skill_level_jp,purpose,purpose_jp,learn_info,learn_info_jp,outcome,outcome_jp,price,price_jp,price_hk,created_at,updated_at
22,6,Intermediate,中級,"Strengthen your digital drawing skills by exploring perspective, proportions, composition, and refined line techniques. You'll create more detailed illustrations while improving workflow efficiency, drawing accuracy, and creative confidence through practical assignments that encourage experimentation and consistent artistic growth.",遠近法、プロポーション、構図、洗練された線のテクニックを探求することで、デジタル描画スキルを強化します。 実験と一貫した芸術的成長を促進する実践的な割り当てを通じて、ワークフローの効率、描画精度、創造的な自信を向上させながら、より詳細なイラストを作,"Strengthen your digital drawing abilities by refining proportions, perspective, line quality, composition, and creative workflows. You'll complete more detailed illustrations while improving consistency, accuracy, and efficiency, allowing you to transform ideas into polished digital artwork with greater confidence.",プロポーション、遠近法、線の品質、構図、クリエイティブなワークフローを洗練することで、デジタル描画能力を強化します。 一貫性、正確性、効率性を向上させながら、より詳細なイラストを完成させることで、アイデアをより自信を持って洗練されたデジタルアートワークに変,"After finishing this level, you'll produce more detailed digital illustrations with improved composition, perspective, and drawing accuracy. You'll confidently apply efficient workflows and stronger creative techniques to transform ideas into polished artwork with greater consistency and visual appeal.",このレベルを終えた後、あなたは改善された構成、遠近法、および描画精度で、より詳細なデジタルイラストを生成します。 効率的なワークフローとより強力なクリエイティブテクニックを自信を持って適用し、アイデアをより一貫性と視覚的な魅力を備えた洗練されたアートワークに変換します。,99,15840,792,NULL,NULL
23,6,Advanced,アドバンスド,"Refine your artistic process by applying advanced drawing techniques, stronger compositions, and professional workflows to complete polished illustrations. You'll focus on visual storytelling, precision, and creative problem-solving while producing artwork that reflects both technical improvement and personal artistic style.",洗練されたイラストを完成させるために、高度な描画技術、より強力な組成物、およびプロのワークフローを適用することによ 視覚的なストーリーテリング、精度、創造的な問題解決に焦点を当て、技術的な改善と個人的な芸術的スタイルの両方を反映したアートワークを制作します。,"Master advanced digital drawing techniques by creating refined compositions, expressive illustrations, and professional-quality line work. Through challenging projects, you'll strengthen your artistic style, improve creative decision-making, and develop a workflow that produces portfolio-worthy digital illustrations.",洗練された構図、表現力豊かなイラスト、プロ品質のラインワークを作成することにより、高度なデジタル描画技術をマスター。 挑戦的なプロジェクトを通じて、あなたはあなたの芸術的なスタイルを強化し、創造的な意思決定を改善し、ポートフォリオに値するデジタルイラストを生成するワークフローを開発します。,"By completing this level, you'll create refined digital illustrations that demonstrate advanced drawing techniques, stronger compositions, and professional presentation. Your artwork will reflect improved artistic confidence while showcasing the skills needed to produce portfolio-quality creative projects.",このレベルを完了することで、高度な描画技術、強力な組成物、およびプロのプレゼンテーションを示す洗練されたデジタルイラストを作成します。 あなたのアートワークは有価証券質の創造的なプロジェクトを作り出すのに必要とされる技術を展示している間改善された功妙な信任を反映する。,179,28640,1432,NULL,NULL
24,6,Expert,専門家,"Complete a collection of polished digital illustrations that showcase your technical growth, creativity, and artistic confidence. This level emphasizes professional presentation, efficient workflows, and portfolio-quality artwork that demonstrates your readiness for advanced illustration projects and future creative opportunities.",あなたの技術的な成長、創造性、芸術的な自信を披露洗練されたデジタルイラストのコレクションを完了します。 このレベルでは、プロのプレゼンテーション、効率的なワークフロー、ポートフォリオ品質のアートワークを重視しており、高度なイラストプロジェクトや将来の創造的な機会への準備ができていることを示しています。,"Complete a collection of polished digital illustrations that demonstrate your technical ability, artistic growth, and creative confidence. This level focuses on producing professional-quality artwork through efficient workflows, refined presentation, and consistent execution, helping you prepare for advanced creative opportunities.",あなたの技術的能力、芸術的成長、創造的な自信を示す洗練されたデジタルイラストのコレクションを完成させます。 このレベルは、効率的なワークフロー、洗練されたプレゼンテーション、一貫した実行を通じてプロ品質のアートワークを制作することに焦点を当てており、高度な創造的な機会に備えるのに役立ちます。,"At the end of this level, you'll independently complete a collection of polished digital illustrations that demonstrate technical ability, artistic growth, and creative confidence. You'll be prepared to develop advanced illustration projects while presenting your work professionally for future opportunities.",このレベルの終わりには、技術的能力、芸術的成長、創造的な自信を示す洗練されたデジタルイラストのコレクションを独立して完成させます。 将来の機会のために専門的にあなたの仕事を提示しながら、高度なイラストプロジェクトを開発する準備ができ,299,47840,2392,NULL,NULL
25,7,Beginner,ビギナー,"Discover how color can transform your artwork by learning the fundamentals of color theory, blending, shading, and digital painting. Through practical lessons and creative exercises, you'll gain confidence in choosing harmonious color palettes while creating illustrations with depth, balance, and vibrant visual appeal.",色理論、ブレンド、シェーディング、デジタルペインティングの基礎を学ぶことで、色がアートワークをどのように変えることができるかを発見してください。 実践的なレッスンと創造的な演習を通じて、あなたは深さ、バランス、そして活気に満ちた視覚的な魅力を持つイラストを作成しながら、調和のとれたカラーパレットを選択することに自信を得るでしょう。,"Discover how color influences emotion, depth, and storytelling by learning the fundamentals of color theory and digital painting. You'll explore color harmony, blending, shading, and brush techniques while creating vibrant artwork that builds confidence and strengthens your understanding of visual communication.",色理論とデジタルペインティングの基礎を学ぶことで、色が感情、深み、ストーリーテリングにどのように影響するかを発見してください。 色の調和、ブレンド、シェーディング、ブラシのテクニックを探求しながら、自信を高め、視覚的コミュニケーションの理解を強化する活気のあるアートワークを作成します。,"Upon completing this level, you'll confidently apply the principles of color theory to create balanced, vibrant, and visually engaging digital artwork. You'll understand how color relationships, blending, and shading influence mood, helping you produce illustrations with greater depth and artistic expression.",このレベルを完了すると、色理論の原則を自信を持って適用して、バランスのとれた、活気のある、視覚的に魅力的なデジタルアートワークを作成します。 色の関係、ブレンド、シェーディングが気分にどのように影響するかを理解し、より深みと芸術的表現のあるイラストを制作するのに役立ちます。,49,7840,392,NULL,NULL
26,7,Intermediate,中級,"Expand your painting skills by exploring color harmony, lighting, textures, rendering, and artistic expression. You'll create more detailed illustrations while understanding how color influences mood, storytelling, and atmosphere, helping your artwork become more engaging and visually compelling.",色の調和、照明、テクスチャ、レンダリング、芸術的表現を探索することによって、あなたの絵画のスキルを だ詳細なイラストを把握しながら、新たなどの色の影響を気分で、落語、雰囲気にできるような支援を受けられる作品になりを視覚的には迫力満点。,"Expand your painting skills by experimenting with advanced color relationships, lighting, textures, rendering, and artistic expression. Through practical projects, you'll learn how thoughtful color choices improve mood, atmosphere, and storytelling while producing more detailed and visually engaging digital paintings.",高度な色の関係、照明、テクスチャ、レンダリング、芸術的表現を試して、あなたの絵画のスキルを拡張します。 実践的なプロジェクトを通じて、より詳細で視覚的に魅力的なデジタル絵画を制作しながら、思慮深い色の選択が気分、雰囲気、ストーリーテリングをどのよ,"After completing this level, you'll create richer digital paintings by combining advanced color harmony, lighting, textures, and rendering techniques. You'll confidently use color to strengthen storytelling while producing artwork with improved atmosphere, emotion, and professional visual quality.",このレベルを完了した後、高度な色の調和、照明、テクスチャ、およびレンダリング技術を組み合わせることにより、より豊かなデジタルペインティングを作成します。 自信を持って色を使用してストーリーテリングを強化し、雰囲気、感情、プロの視覚的品質を向上させたアートワークを制作します。,99,15840,792,NULL,NULL
27,7,Advanced,アドバンスド,"Master advanced digital painting techniques by refining rendering methods, material textures, color transitions, and finishing details. Larger creative projects encourage artistic growth while helping you produce polished illustrations that demonstrate technical skill, creativity, and professional-quality execution.",レンダリングメソッド、マテリアルテクスチャ、カラートランジション、仕上げの詳細を洗練することで、高度なデジタルペインティング技術をマスターします。 より大きい創造的なプロジェクトは技術的な技術、創造性および専門質の実行を示す磨かれた実例を作り出すのを助けている間功妙な成長を励ます。,"Refine your digital painting workflow by mastering advanced rendering, color transitions, realistic materials, and surface textures. Larger creative projects encourage artistic growth while helping you create polished illustrations that demonstrate technical excellence, creative confidence, and professional presentation.",高度なレンダリング、カラー遷移、リアルなマテリアル、サーフェステクスチャをマスターすることで、デジタルペインティングワークフローを洗練します。 より大きく創造的なプロジェクトは技術的な卓越性、創造的な信任および専門の提示を示す磨かれた実例を作成するのを助けている間功妙な成長を励ます。,"By the end of this level, you'll demonstrate advanced digital painting skills through polished illustrations featuring realistic rendering, refined textures, and professional color application. Your artwork will reflect creative confidence and technical excellence suitable for portfolio development.",このレベルの終わりまでに、リアルなレンダリング、洗練されたテクスチャ、プロのカラーアプリケーションを備えた洗練されたイラスト あなたのアートワークは有価証券の開発のために適した創造的な信任および技術的な卓越性を反映する。,179,28640,1432,NULL,NULL
28,7,Expert,専門家,"Create a complete digital painting that showcases your understanding of color, lighting, rendering, and composition. This final level focuses on independent creativity, refined workflows, and portfolio-ready artwork that reflects your personal artistic style and professional development.",色、照明、レンダリング、および組成物のあなたの理解を紹介する完全なデジタルペインティングを作成します。 この最終的なレベルでは、独立した創造性、洗練されたワークフロー、およびあなたの個人的な芸術的スタイルと専門的な開発を反映したポートフォリオ対応のアートワークに焦点を当てています。,"Complete a professional-quality digital painting from concept to final artwork by combining color, lighting, rendering, and composition. This level emphasizes creative independence, refined artistic techniques, and portfolio-ready presentation while helping you develop a distinctive digital painting style.",色、照明、レンダリング、および組成物を組み合わせることにより、コンセプトから最終的なアートワークにプロ品質のデジタルペインティングを完了します。 このレベルでは、独特のデジタルペインティングスタイルを開発しながら、創造的な独立性、洗練された芸術的な技術、およびポートフォリオ準備ができたプレゼンテーションを強調しています。,"Successfully completing this level enables you to produce complete digital paintings from concept to final presentation while combining color, composition, lighting, and rendering into cohesive portfolio-quality artwork. You'll confidently create professional illustrations that showcase your unique artistic style.",首尾よくこのレベルを完了することは凝集の有価証券質のアートワークに色、構成、照明、およびレンダリングを結合している間概念からの最終的な提示に完全なデジタル絵画を作り出すことを可能にする。 あなたは自信を持ってあなたのユニークな芸術的なスタイルを紹介するプロのイラストを作成します。,299,47840,2392,NULL,NULL
29,8,Beginner,ビギナー,"Learn how light and shadow influence the mood, depth, and realism of digital artwork. This level introduces highlights, shadows, reflections, and basic lighting setups through practical exercises that help transform simple illustrations into visually engaging compositions with greater dimension and atmosphere.",光と影がデジタルアートワークのムード、奥行き、リアリズムにどのように影響するかを学びます。 このレベルでは、シンプルなイラストをより大きな次元と雰囲気を持つ視覚的に魅力的な構成に変換するのに役立つ実践的な演習を通じて、ハイライト、影、反射、および基本的な照明設定を紹介します。,"Learn how lighting transforms artwork by understanding highlights, shadows, reflections, and atmospheric effects. Through practical exercises, you'll explore different lighting situations while developing the skills needed to create illustrations with greater depth, realism, mood, and visual impact.",ハイライト、シャドウ、反射、大気の効果を理解することで、照明がアートワークをどのように変換するかを学びます。 実践的な演習を通じて、さまざまな照明状況を探索しながら、より深みのあるイラスト、リアリズム、ムード、視覚的なインパクトを作成するために必要なスキルを開発します。,"Upon completing this level, you'll confidently apply lighting fundamentals to create artwork with realistic depth, mood, and atmosphere. You'll understand how highlights, shadows, and reflections interact with different surfaces while improving the visual impact of your illustrations.",このレベルを完了すると、あなたは自信を持って現実的な深さ、気分、雰囲気を持つアートワークを作成するために照明の基礎を適用します。 ハイライト、シャドウ、反射がさまざまなサーフェスとどのように相互作用するかを理解し、イラストの視覚的な影響を改善します。,49,7840,392,NULL,NULL
30,8,Intermediate,中級,"Develop stronger lighting techniques by experimenting with natural light, artificial light, dramatic scenes, and atmospheric effects. You'll improve your understanding of materials, reflections, and color temperature while creating illustrations that communicate emotion and visual impact more effectively.",自然光、人工光、劇的なシーン、および大気効果を実験することにより、より強力な照明技術を開発します。 ご理解を高め、材料の反射ならびに色温度がイラスト制作を伝える感情と視覚の影響をより有効である。,"Strengthen your lighting knowledge by experimenting with natural light, artificial lighting, dramatic scenes, and atmospheric conditions. You'll discover how light affects color, materials, and storytelling while producing illustrations that feel more immersive, expressive, and visually compelling.",自然光、人工照明、劇的なシーン、大気条件を試すことで、照明の知識を強化します。 光が色、素材、ストーリーテリングにどのように影響するかを発見し、より没入感があり、表現力があり、視覚的に魅力的なイラストを作成します。,"After completing this level, you'll create illustrations featuring believable lighting, stronger atmospheric effects, and improved emotional storytelling. You'll confidently control different lighting conditions to produce artwork that feels immersive, dynamic, and visually compelling.",このレベルを完了すると、信じられないほどの照明、より強い大気効果、および改善された感情的なストーリーテリングを特徴とするイラストを作成します。 さまざまな照明条件を自信を持って制御して、没入感があり、ダイナミックで、視覚的に魅力的なアートワークを制作します。,99,15840,792,NULL,NULL
31,8,Advanced,アドバンスド,"Refine your lighting workflow by mastering complex lighting situations, cinematic compositions, and advanced atmospheric effects. Through challenging projects, you'll create artwork that demonstrates greater realism, emotional storytelling, and professional artistic presentation suitable for high-quality portfolios.",複雑なライティング状況、シネマティックなコンポジション、高度な大気効果をマスターすることで、ライティングワークフローを洗練します。 挑戦的なプロジェクトを通して、あなたはより大きなリアリズム、感情的なストーリーテリング、そして高品質のポートフォリオに適したプロの芸術的なプレゼンテーションを示すアートワークを作成します。,"Master advanced lighting techniques by refining cinematic compositions, environmental atmosphere, reflections, and complex lighting setups. Through larger projects, you'll improve realism and emotional storytelling while creating polished illustrations that reflect professional artistic standards and creative confidence.",映画の構図、環境の雰囲気、反射、複雑な照明設定を洗練することによって、高度な照明技術を習得します。 大規模なプロジェクトを通じて、プロの芸術的基準と創造的な自信を反映した洗練されたイラストを作成しながら、リアリズムと感情的なストーリーテリングを向上させます。,"By completing this level, you'll demonstrate advanced lighting techniques through cinematic compositions, complex light sources, and realistic atmospheric effects. Your artwork will showcase technical precision, creative confidence, and a professional understanding of visual storytelling through light.",このレベルを完了することで、映画のような構図、複雑な光源、現実的な大気効果を通じて高度な照明技術を実証します。 あなたのアートワークは、技術的な精度、創造的な自信、そして光を通して視覚的なストーリーテリングの専門的な理解を紹介します。,179,28640,1432,NULL,NULL
32,8,Expert,専門家,"Complete a polished illustration that combines advanced lighting, composition, and atmospheric storytelling into a professional final artwork. This level emphasizes creative confidence, technical precision, and presentation skills while helping you produce visually striking illustrations for portfolio and career development.",高度な照明、構成、雰囲気のあるストーリーテリングをプロの最終的なアートワークに組み合わせた洗練されたイラストを完成させます。 このレベルは、あなたがポートフォリオやキャリア開発のための視覚的に印象的なイラストを生成支援しながら、創造的な自信、技術的な精度、およ,"Complete a fully realized illustration that demonstrates your understanding of lighting, atmosphere, composition, and visual storytelling. This level focuses on producing professional-quality artwork that combines technical precision with creative expression, resulting in portfolio-ready illustrations that leave a lasting impression.",照明、雰囲気、構成、視覚的なストーリーテリングの理解を示す完全に実現されたイラストを完成させます。 このレベルでは、技術的な精度と創造的な表現を組み合わせたプロ品質のアートワークを制作することに焦点を当てており、ポートフォリオに対応したイ,"At the end of this level, you'll independently create polished illustrations that combine advanced lighting, composition, and atmosphere into complete professional-quality artwork. You'll confidently present visually striking projects suitable for creative portfolios and professional opportunities.",このレベルの終わりには、高度な照明、構図、雰囲気を組み合わせた洗練されたイラストを独立して作成し、完全なプロ品質のアートワークにします。 創造的な有価証券および専門の機会のために適した確信を持って視覚で顕著なプロジェクトを示す。,299,47840,2392,NULL,NULL
33,9,Beginner,ビギナー,"Build on your existing skills by learning advanced rendering methods that improve realism, textures, materials, and surface details. This level introduces efficient workflows that help transform simple artwork into polished illustrations with greater visual depth, clarity, and professional quality.",リアリズム、テクスチャ、マテリアル、サーフェスの詳細を向上させる高度なレンダリング方法を学習することで、既存のスキルを基に構築します。 このレベルでは、シンプルなアートワークをより視覚的な深さ、明快さ、プロの品質で洗練されたイラストに変換するのに役立つ効率的なワークフローを導入します。,"Develop a deeper understanding of advanced rendering by learning how textures, materials, lighting, and surface details work together to create polished digital artwork. Through guided practice, you'll improve your rendering skills while producing illustrations with greater realism, depth, and visual quality.",テクスチャ、マテリアル、ライティング、サーフェスの詳細がどのように連携して洗練されたデジタルアートワークを作成するかを学習することで、高度なレンダリングのより深い理解を深めることができます。 ガイド付きの練習を通じて、より大きなリアリズム、深さ、および視覚的な品質でイラストを制作しながら、あなたのレンダリングスキルを向上させます。,"Upon completing this level, you'll confidently apply advanced rendering techniques to improve the realism, texture, and finish of your digital artwork. You'll understand how materials, surfaces, and lighting work together to create polished illustrations with greater visual depth.",このレベルを完了すると、高度なレンダリング技術を自信を持って適用して、デジタルアートワークのリアリズム、テクスチャ、仕上げを向上させます。 マテリアル、サーフェス、ライティングがどのように連携して、視覚的に深みのある洗練されたイラストを作成するかを理解できます。,49,7840,392,NULL,NULL
34,9,Intermediate,中級,"Explore advanced rendering techniques by refining textures, edge control, lighting interactions, and material properties across different subjects. Through guided creative projects, you'll strengthen your artistic consistency while developing illustrations that demonstrate both technical excellence and visual storytelling.",テクスチャ、エッジコントロール、ライティングインタラクション、マテリアルプロパティをさまざまな対象に絞り込み、高度なレンダリングテクニックを探索しましょう。 ガイド付きのクリエイティブプロジェクトを通じて、芸術的な一貫性を強化しながら、技術的な卓越性と視覚的なストーリーテリングの両方を示,"Expand your rendering abilities by exploring realistic materials, refined textures, edge control, and detailed finishing techniques. Practical projects help you strengthen workflow efficiency while creating illustrations that showcase technical growth, artistic consistency, and stronger visual storytelling.",リアルな素材、洗練されたテクスチャ、エッジコントロール、詳細な仕上げ技術を探索することで、レンダリ 実践的なプロジェクトは、技術的な成長、芸術的な一貫性、より強力な視覚的なストーリーテリングを紹介するイラストを作成しながら、ワークフローの効率を強化するのに役立ちます。,"After completing this level, you'll produce detailed illustrations featuring refined textures, realistic materials, and improved rendering quality. You'll confidently apply professional workflows that enhance artistic consistency while strengthening the overall presentation of your creative work.",このレベルを完了すると、洗練されたテクスチャ、リアルな素材、レンダリング品質の向上を特徴とする詳細なイラストが作成されます。 クリエイティブな作品の全体的なプレゼンテーションを強化しながら、芸術的な一貫性を高めるプロのワークフローを自信を持って適用します。,99,15840,792,NULL,NULL
35,9,Advanced,アドバンスド,"Master professional rendering workflows by creating highly detailed illustrations with refined color transitions, realistic surfaces, and polished finishing techniques. Larger projects challenge you to balance creativity with technical precision while producing artwork suitable for professional portfolios and creative industries.",洗練された色の変化、リアルな表面、洗練された仕上げ技術を備えた非常に詳細なイラストを作成することで、プロのレンダリングワークフローをマスターします。 より大きいプロジェクトは専門の有価証券および創造的な企業のために適したアートワークを作り出している間技術的な精密の創造性のバ,"Master professional rendering techniques by refining complex materials, realistic lighting interactions, smooth color transitions, and intricate details. Through comprehensive creative projects, you'll develop artwork that demonstrates precision, artistic maturity, and the polished quality expected in professional illustration.",複雑なマテリアル、リアルなライティングの相互作用、滑らかな色の変化、複雑なディテールを洗練することで、プロのレンダリングテクニックをマスターしましょう。 包括的な創造的なプロジェクトを通じて、精度、芸術的成熟度、およびプロのイラストに期待される洗練された品質を示すアートワークを開発します。,"By the end of this level, you'll master professional rendering techniques that demonstrate realistic materials, smooth color transitions, detailed textures, and polished finishing. Your artwork will reflect technical excellence while meeting the standards expected in professional illustration and concept art.",このレベルの終わりまでに、リアルな素材、滑らかな色の変化、詳細なテクスチャ、洗練された仕上げを示すプロのレンダリング技術を習得します。 あなたのアートワークは専門の実例および概念の芸術で期待される標準に合っている間技術的な卓越性を反映する。,179,28640,1432,NULL,NULL
36,9,Expert,専門家,"Complete a fully rendered illustration from concept to final presentation while demonstrating mastery of advanced painting techniques, professional workflows, and artistic decision-making. This level prepares you to produce portfolio-quality artwork that reflects both creative confidence and industry-level presentation.",高度な絵画技術、プロのワークフロー、芸術的意思決定の習得を実証しながら、コンセプトから最終的なプレゼンテーションに完全にレンダリングされたイ このレベルでは、創造的な自信と業界レベルのプレゼンテーションの両方を反映したポートフォリオ品質のアートワークを制作する準備ができます。,"Complete a fully rendered illustration that showcases your mastery of advanced painting techniques, professional workflows, and creative presentation. This final level emphasizes portfolio-quality execution while preparing you to confidently produce polished artwork for freelance opportunities, publishing, and entertainment industries.",高度な絵画技術、プロのワークフロー、創造的なプレゼンテーションのあなたの習得を紹介し、完全にレンダリングされたイラストを完成させます。 この最終的なレベルは自信を持ってフリーランスの機会、出版、および娯楽産業のための洗練されたアートワークを生成するために準備しながら、ポー,"Successfully completing this level enables you to create fully rendered illustrations that combine advanced painting techniques, refined presentation, and creative confidence. You'll produce portfolio-quality artwork that demonstrates your readiness for freelance work and professional creative environments.",このレベルを正常に完了すると、高度な絵画技術、洗練されたプレゼンテーション、創造的な自信を組み合わせた完全にレンダリングされたイラ フリーランスの仕事および専門の創造的な環境のためのあなたの準備を示す有価証券質のアートワークを作り出す。,299,47840,2392,NULL,NULL
37,10,Beginner,ビギナー,"Learn how to build a professional illustration portfolio by selecting your strongest artwork and presenting it with clarity and purpose. This level introduces portfolio planning, project selection, presentation techniques, and visual organization while helping you understand what makes creative work stand out to clients, studios, and educational institutions.",あなたの最も強いアートワークを選び、明快さおよび目的との示すことによって専門の実例の有価証券を造る方法を学びなさい。 このレベルでは、ポートフォリオの計画、プロジェクトの選択、プレゼンテーション技術、および視覚的な組織を紹介しながら、クライアント、スタジオ、教育機関にとって創造的な仕事を際立たせるものを理解するのに役立ちます。,"Learn how to create an illustration portfolio that reflects your artistic strengths and creative growth. You'll explore project selection, artwork presentation, portfolio structure, and visual storytelling while understanding how to showcase your work effectively for schools, clients, and creative opportunities.",あなたの芸術的な強みと創造的な成長を反映したイラストポートフォリオを作成する方法を学びます。 プロジェクトの選択、アートワークプレゼンテーション、ポートフォリオの構造、ビジュアルストーリーテリングを探索しながら、学校、クライアント、創造的な機会のた,"Upon completing this level, you'll confidently organize and present your artwork in a professional portfolio that highlights your artistic strengths, creative growth, and technical abilities. You'll understand how to select projects that effectively represent your unique artistic identity.",このレベルを完了すると、あなたは自信を持ってあなたの芸術的な強み、創造的な成長、および技術的能力を強調プロのポートフォリオにあなたのアートワークを整理し、提示します。 あなたのユニークな芸術的アイデンティティを効果的に表現するプロジェクトを選択する方法を理解します。,49,7840,392,NULL,NULL
38,10,Intermediate,中級,"Strengthen your portfolio by refining existing artwork, developing cohesive project collections, and improving presentation quality. You'll learn how to showcase your artistic growth, organize work effectively, and present your creative skills in a way that reflects consistency, confidence, and professionalism.",既存のアートワークを洗練し、まとまりのあるプロジェクトコレクションを開発し、プレゼンテーションの質を向上させることで、ポートフォリオを強化します。 あなたの芸術的成長を紹介し、効果的に仕事を整理し、一貫性、自信、プロ意識を反映した方法であなたの創造的なスキルを提示する方法を学びます。,"Strengthen your portfolio by refining existing projects, improving visual presentation, and creating a cohesive body of work. You'll learn how to organize artwork professionally while highlighting your technical skills, artistic style, and creative development through carefully selected illustrations.",既存のプロジェクトを精製し、視覚提示を改善し、仕事の凝集ボディを作成することによってあなたの有価証券を増強しなさい。 厳選されたイラストを通して、あなたの技術的スキル、芸術的スタイル、創造的な開発を強調しながら、アートワークを専門的に整理する方法を学びます。,"After completing this level, you'll build a stronger and more cohesive illustration portfolio by refining existing work, improving presentation quality, and showcasing artistic consistency. Your portfolio will communicate your creative skills more effectively to clients, educators, and industry professionals.",このレベルを完了すると、既存の作業を洗練し、プレゼンテーションの品質を向上させ、芸術的な一貫性を示すことにより、より強く、より凝集性の高いイ あなたの有価証券は顧客、教育者および企業の専門家にあなたの創造的な技術をより効果的に伝える。,99,15840,792,NULL,NULL
39,10,Advanced,アドバンスド,"Develop a polished portfolio that highlights your technical abilities, creative thinking, and personal artistic style. Through larger projects and thoughtful presentation techniques, you'll create a collection of work that demonstrates artistic maturity while preparing for freelance opportunities, competitions, and advanced creative studies.",あなたの技術的な能力、創造的思考および個人的で功妙な様式を強調する磨かれた有価証券を開発しなさい。 より大きいプロジェクトおよび思慮深い提示の技術によって、フリーランスの機会、競争、および高度の創造的な調査のために準備している間功妙な成熟を示す仕事のコレクションを作成する。,"Refine your portfolio through advanced presentation techniques, polished artwork, and strategic project organization. Larger creative assignments help you build a professional collection that demonstrates artistic consistency, technical excellence, and a clear personal style suitable for industry expectations.",高度の提示の技術、磨かれたアートワークおよび戦略的なプロジェクト構成によってあなたの有価証券を精製しなさい。 より大きく創造的な割り当ては企業の予想のために適した功妙な一貫性、技術的な卓越性および明確で個人的な様式を示す専門のコレクションを,"By the end of this level, you'll develop a polished portfolio featuring professional-quality illustrations presented with confidence and clarity. You'll demonstrate artistic maturity, thoughtful project organization, and a strong personal style that supports future creative opportunities.",このレベルの終わりまでに、あなたは自信と明快さで提示されたプロ品質のイラストを備えた洗練されたポートフォリオを開発します。 あなたは、芸術的な成熟度、思慮深いプロジェクト組織、および将来の創造的な機会をサポートする強力な個人的なスタイルを実証します。,179,28640,1432,NULL,NULL
40,10,Expert,専門家,"Complete a professional illustration portfolio that showcases your strongest projects through clear presentation, refined artwork, and consistent visual quality. This final level focuses on building a portfolio that represents your unique artistic identity and supports future opportunities within the creative industry.",明確な提示、精製されたアートワークおよび一貫した視覚質によってあなたの最も強いプロジェクトを展示する専門の実例の有価証券を完了しなさい。 この最終的なレベルは、あなたのユニークな芸術的アイデンティティを表し、創造的な業界内の将来の機会をサポートするポートフォリオ,"Complete a professional illustration portfolio featuring your strongest artwork, thoughtfully organized and presented to industry standards. This level prepares you to confidently showcase your creative abilities for freelance work, higher education, competitions, internships, and professional careers in digital art and illustration.",あなたの最も強いアートワークを特色にする専門の実例の有価証券を、思慮深く組織され、業界標準に示されて完了しなさい。 このレベルでは、フリーランスの仕事、高等教育、コンテスト、インターンシップ、デジタルアートやイラストの専門的なキャリアのための創造的な能力を自信を持って紹介する準備ができています。,"Successfully completing this level enables you to present a comprehensive illustration portfolio that reflects professional standards, technical excellence, and creative originality. You'll be well prepared to pursue freelance opportunities, higher education, competitions, internships, and careers within the creative industry.",このレベルを正常に完了すると、専門的な基準、技術的な卓越性、創造的な独創性を反映した包括的なイラストポートフォリオを提示することがで フリーランスの機会、高等教育、コンテスト、インターンシップ、クリエイティブ業界でのキャリアを追求する準備ができています。,299,47840,2392,NULL,NULL
41,11,Beginner,ビギナー,"Learn the fundamentals of manga creation by exploring character drawing, facial expressions, storytelling, and page composition. Through step-by-step lessons and creative exercises, you'll gain the confidence to develop engaging manga pages while understanding the essential techniques that form the foundation of successful visual storytelling.",キャラクターの描画、表情、ストーリーテリング、ページ構成を探索することによって、マンガ作成の基礎を学びます。 ステップバイステップのレッスンと創造的な演習を通じて、あなたは成功した視覚的なストーリーテリングの基礎を形成する本質的な技術を理解しながら、魅力的なマンガページを開発するための自信を得ることができます。,"Build a strong foundation in manga creation by learning character design, facial expressions, storytelling, page composition, and visual sequencing. Through guided lessons and creative exercises, you'll understand how manga artists communicate ideas while creating simple comic pages that develop your confidence and artistic skills.",キャラクターデザイン、表情、ストーリーテリング、ページ構成、ビジュアルシーケンシングを学ぶことで、マンガ制作の強力な基盤を構築します。 ガイド付きレッスンと創造的な演習を通じて、あなたはあなたの自信と芸術的なスキルを開発する簡単な漫画のページを作成しながら、漫画家がア,"Upon completing this level, you'll confidently create simple manga pages featuring expressive characters, balanced layouts, and clear storytelling. You'll understand the essential principles of manga creation while developing the skills needed to communicate engaging stories through sequential artwork.",このレベルを完了すると、表現力豊かなキャラクター、バランスの取れたレイアウト、明確なストーリーテリングを備えたシンプルなマンガページを自信を持って作成できます。 マンガ作成の本質的な原則を理解し、シーケンシャルアートワークを通じて魅力的なストーリーを伝えるために必要なスキルを開発します。,49,7840,392,NULL,NULL
